Radiologist ID,Date,Avg Temp (°C),Rainfall (mm),Travel Cost (£),Internet Issues at Home,Trainee Assigned,Supervised Session,Cold Session,Admin Work,Morning Shift Work Location,Afternoon Shift Work Location
R8,2024-04-02,10.000666,4.5,9.13,Yes,Yes,No,No,Yes,office,office
R9,2024-04-02,10.000666,4.5,5.18,Yes,Yes,No,No,No,office,office
R10,2024-04-02,10.000666,4.5,9.8,No,No,Yes,Yes,No,office,office
R11,2024-04-02,10.000666,4.5,8.68,No,No,No,No,No,office,office
R1,2024-04-03,11.127749,3.3999994,9.47,No,No,Yes,No,Yes,office,office
R2,2024-04-03,11.127749,3.3999994,13.41,No,No,No,Yes,No,office,office
R3,2024-04-03,11.127749,3.3999994,8.32,No,No,Yes,No,No,office,office
R4,2024-04-03,11.127749,3.3999994,9.91,Yes,No,No,Yes,No,office,office
R5,2024-04-03,11.127749,3.3999994,6.57,No,No,No,No,No,home,office
R6,2024-04-03,11.127749,3.3999994,5.14,No,No,No,No,No,office,office
R7,2024-04-03,11.127749,3.3999994,9.62,No,No,No,Yes,Yes,home,home
R8,2024-04-03,11.127749,3.3999994,7.66,No,No,Yes,No,No,office,office
R9,2024-04-03,11.127749,3.3999994,5.18,Yes,No,Yes,Yes,Yes,office,office
R10,2024-04-03,11.127749,3.3999994,9.8,No,Yes,Yes,No,No,office,office
R11,2024-04-03,11.127749,3.3999994,8.68,Yes,Yes,No,No,No,office,office
R1,2024-04-04,10.906918,4.8999996,7.59,No,Yes,Yes,Yes,No,office,office
R2,2024-04-04,10.906918,4.8999996,6.9,No,Yes,Yes,No,No,office,office
R3,2024-04-04,10.906918,4.8999996,7.91,No,No,Yes,No,No,office,office
R4,2024-04-04,10.906918,4.8999996,11.27,No,No,Yes,No,No,office,office
R5,2024-04-04,10.906918,4.8999996,11.92,No,No,Yes,No,No,office,office
R6,2024-04-04,10.906918,4.8999996,11.01,No,No,Yes,Yes,No,office,office
R7,2024-04-04,10.906918,4.8999996,11.69,No,No,Yes,No,No,office,office
R8,2024-04-04,10.906918,4.8999996,8.25,No,No,Yes,No,No,office,office
R9,2024-04-04,10.906918,4.8999996,5.18,Yes,No,Yes,No,No,office,office
R10,2024-04-04,10.906918,4.8999996,9.8,No,No,Yes,No,No,office,office
R11,2024-04-04,10.906918,4.8999996,8.68,No,No,No,Yes,Yes,home,home
R1,2024-04-05,13.86525,6.399999,8.01,No,No,Yes,Yes,No,office,office
R2,2024-04-05,13.86525,6.399999,13.41,No,No,Yes,No,Yes,office,office
R3,2024-04-05,13.86525,6.399999,10.61,No,Yes,No,No,No,office,office
R4,2024-04-05,13.86525,6.399999,12.36,No,Yes,No,No,No,office,office
R5,2024-04-05,13.86525,6.399999,9.77,No,No,No,No,No,office,office
R6,2024-04-05,13.86525,6.399999,12.28,Yes,No,Yes,No,Yes,office,office
R7,2024-04-05,13.86525,6.399999,11.68,No,No,Yes,No,No,office,office
R8,2024-04-05,13.86525,6.399999,7.66,No,No,No,Yes,No,home,home
R9,2024-04-05,13.86525,6.399999,5.18,No,No,Yes,Yes,No,office,office
R10,2024-04-05,13.86525,6.399999,9.8,No,No,No,No,Yes,office,home
R11,2024-04-05,13.86525,6.399999,8.68,No,No,Yes,No,No,office,office
R1,2024-04-08,11.8215,0.8,5.81,No,No,Yes,Yes,No,office,office
R2,2024-04-08,11.8215,0.8,13.41,No,No,Yes,No,No,office,office
R3,2024-04-08,11.8215,0.8,8.32,No,No,Yes,No,No,office,office
R4,2024-04-08,11.8215,0.8,11.27,No,No,Yes,No,Yes,office,office
R5,2024-04-08,11.8215,0.8,9.77,No,Yes,Yes,Yes,Yes,office,office
R6,2024-04-08,11.8215,0.8,14.19,No,Yes,No,No,No,office,office
R7,2024-04-08,11.8215,0.8,12.41,No,No,Yes,Yes,No,office,office
R8,2024-04-08,11.8215,0.8,7.63,No,No,Yes,No,Yes,office,office
R9,2024-04-08,11.8215,0.8,5.18,No,No,Yes,Yes,No,office,office
R10,2024-04-08,11.8215,0.8,9.8,No,No,No,No,No,office,home
R11,2024-04-08,11.8215,0.8,8.68,No,No,No,No,No,office,home
R1,2024-04-09,9.392333,1.6,8.01,No,No,No,No,No,home,office
R2,2024-04-09,9.392333,1.6,13.41,No,No,No,No,No,home,home
R3,2024-04-09,9.392333,1.6,10.55,No,No,No,Yes,No,office,office
R4,2024-04-09,9.392333,1.6,11.27,No,No,No,No,No,office,home
R5,2024-04-09,9.392333,1.6,9.77,No,No,Yes,No,No,office,office
R6,2024-04-09,9.392333,1.6,11.01,No,No,No,No,No,office,office
R7,2024-04-09,9.392333,1.6,7.22,No,Yes,Yes,No,Yes,office,office
R8,2024-04-09,9.392333,1.6,7.66,No,Yes,No,Yes,No,office,office
R9,2024-04-09,9.392333,1.6,5.18,No,No,No,No,No,office,home
R10,2024-04-09,9.392333,1.6,9.8,No,No,Yes,No,Yes,office,office
R11,2024-04-09,9.392333,1.6,8.68,No,No,Yes,No,No,office,office
R1,2024-04-10,9.573584,0.5,8.01,No,No,Yes,Yes,Yes,office,office
R2,2024-04-10,9.573584,0.5,10.58,No,No,No,No,Yes,home,office
R3,2024-04-10,9.573584,0.5,8.32,No,No,Yes,No,Yes,office,office
R4,2024-04-10,9.573584,0.5,11.27,No,No,Yes,No,No,office,office
R5,2024-04-10,9.573584,0.5,9.77,No,No,No,No,No,office,office
R6,2024-04-10,9.573584,0.5,13.09,No,No,Yes,Yes,No,office,office
R7,2024-04-10,9.573584,0.5,12.41,No,No,No,No,No,office,home
R8,2024-04-10,9.573584,0.5,7.66,No,No,No,Yes,No,office,office
R9,2024-04-10,9.573584,0.5,5.18,No,Yes,No,No,No,office,office
R10,2024-04-10,9.573584,0.5,11.79,No,Yes,Yes,No,No,office,office
R11,2024-04-10,9.573584,0.5,5.59,No,No,No,No,No,office,office
R1,2024-04-11,14.838165,0.5,8.01,No,Yes,Yes,No,No,office,office
R2,2024-04-11,14.838165,0.5,6.18,No,No,No,Yes,No,office,home
R3,2024-04-11,14.838165,0.5,13.74,No,No,Yes,No,No,office,office
R4,2024-04-11,14.838165,0.5,11.27,No,No,No,No,No,office,home
R5,2024-04-11,14.838165,0.5,9.77,No,No,No,No,No,home,office
R6,2024-04-11,14.838165,0.5,10.22,No,No,Yes,Yes,No,office,office
R7,2024-04-11,14.838165,0.5,12.41,No,No,No,No,No,home,home
R8,2024-04-11,14.838165,0.5,7.66,No,No,Yes,No,No,office,office
R9,2024-04-11,14.838165,0.5,5.18,No,No,Yes,No,Yes,office,office
R10,2024-04-11,14.838165,0.5,9.8,No,No,Yes,Yes,No,office,office
R11,2024-04-11,14.838165,0.5,8.68,No,Yes,Yes,No,Yes,office,office
R1,2024-04-12,14.484001,0.0,8.01,No,No,Yes,No,No,office,office
R2,2024-04-12,14.484001,0.0,13.98,No,Yes,Yes,Yes,No,office,office
R3,2024-04-12,14.484001,0.0,8.32,No,Yes,Yes,Yes,No,office,office
R4,2024-04-12,14.484001,0.0,11.27,No,No,No,Yes,No,home,office
R5,2024-04-12,14.484001,0.0,9.77,No,No,No,No,No,office,home
R6,2024-04-12,14.484001,0.0,6.83,No,No,No,No,Yes,office,office
R7,2024-04-12,14.484001,0.0,12.41,No,No,No,No,No,office,home
R8,2024-04-12,14.484001,0.0,5.41,No,No,Yes,No,No,office,office
R9,2024-04-12,14.484001,0.0,14.16,No,No,Yes,No,No,office,office
R10,2024-04-12,14.484001,0.0,9.8,No,No,No,No,No,office,home
R11,2024-04-12,14.484001,0.0,8.68,No,No,No,Yes,No,office,home
R1,2024-04-15,7.81525,4.4,5.28,No,No,Yes,No,No,office,office
R2,2024-04-15,7.81525,4.4,7.39,No,No,No,No,No,home,home
R3,2024-04-15,7.81525,4.4,11.42,No,No,Yes,No,No,office,office
R4,2024-04-15,7.81525,4.4,11.27,Yes,Yes,No,No,No,office,office
R5,2024-04-15,7.81525,4.4,9.77,No,Yes,No,Yes,Yes,office,office
R6,2024-04-15,7.81525,4.4,11.01,No,No,No,Yes,No,office,home
R7,2024-04-15,7.81525,4.4,12.41,No,No,Yes,No,No,office,office
R8,2024-04-15,7.81525,4.4,9.2,No,No,Yes,No,Yes,office,office
R9,2024-04-15,7.81525,4.4,5.18,Yes,No,Yes,No,No,office,office
R10,2024-04-15,7.81525,4.4,8.07,No,No,Yes,No,No,office,office
R11,2024-04-15,7.81525,4.4,10.15,No,No,No,No,Yes,home,home
R1,2024-04-16,7.1402493,5.1,8.01,No,No,No,No,No,home,home
R2,2024-04-16,7.1402493,5.1,13.41,No,No,Yes,No,Yes,office,office
R3,2024-04-16,7.1402493,5.1,8.32,No,No,Yes,No,No,office,office
R4,2024-04-16,7.1402493,5.1,11.27,Yes,No,No,No,No,office,office
R5,2024-04-16,7.1402493,5.1,9.77,No,No,No,Yes,No,home,office
R6,2024-04-16,7.1402493,5.1,11.01,Yes,Yes,Yes,No,No,office,office
R7,2024-04-16,7.1402493,5.1,12.41,No,Yes,Yes,No,No,office,office
R8,2024-04-16,7.1402493,5.1,11.46,No,No,Yes,No,No,office,office
R9,2024-04-16,7.1402493,5.1,7.82,Yes,No,No,Yes,No,office,office
R10,2024-04-16,7.1402493,5.1,9.8,Yes,No,No,No,No,office,home
R11,2024-04-16,7.1402493,5.1,8.68,No,No,No,Yes,No,home,home
R1,2024-04-17,5.9569163,2.9000003,8.01,No,No,Yes,No,No,office,office
R2,2024-04-17,5.9569163,2.9000003,13.41,No,No,Yes,No,No,office,office
R3,2024-04-17,5.9569163,2.9000003,7.29,No,No,Yes,Yes,No,office,office
R4,2024-04-17,5.9569163,2.9000003,6.54,No,No,Yes,Yes,No,office,office
R5,2024-04-17,5.9569163,2.9000003,8.24,No,No,Yes,No,No,office,office
R6,2024-04-17,5.9569163,2.9000003,14.87,No,No,Yes,No,No,office,office
R7,2024-04-17,5.9569163,2.9000003,12.41,No,No,No,No,No,office,office
R8,2024-04-17,5.9569163,2.9000003,7.75,No,Yes,No,Yes,No,office,office
R9,2024-04-17,5.9569163,2.9000003,5.18,No,Yes,No,No,No,office,office
R10,2024-04-17,5.9569163,2.9000003,9.8,No,No,Yes,Yes,No,office,office
R11,2024-04-17,5.9569163,2.9000003,8.68,No,No,No,No,No,home,office
R1,2024-04-18,7.7339997,2.8,6.99,No,No,Yes,Yes,Yes,office,office
R2,2024-04-18,7.7339997,2.8,13.41,No,No,No,Yes,No,office,home
R3,2024-04-18,7.7339997,2.8,10.82,No,No,Yes,No,Yes,office,office
R4,2024-04-18,7.7339997,2.8,8.11,No,No,Yes,No,Yes,office,office
R5,2024-04-18,7.7339997,2.8,12.08,No,No,Yes,No,No,office,office
R6,2024-04-18,7.7339997,2.8,11.01,No,No,No,No,Yes,office,home
R7,2024-04-18,7.7339997,2.8,12.41,No,No,No,Yes,No,office,office
R8,2024-04-18,7.7339997,2.8,7.66,No,No,No,No,No,home,home
R9,2024-04-18,7.7339997,2.8,5.18,No,No,Yes,Yes,No,office,office
R10,2024-04-18,7.7339997,2.8,9.8,No,Yes,Yes,No,No,office,office
R11,2024-04-18,7.7339997,2.8,9.57,No,Yes,Yes,No,No,office,office
R1,2024-04-19,8.183999,2.1,8.01,No,Yes,Yes,Yes,No,office,office
R2,2024-04-19,8.183999,2.1,13.41,No,Yes,No,No,No,office,office
R3,2024-04-19,8.183999,2.1,8.32,Yes,No,No,Yes,No,office,office
R4,2024-04-19,8.183999,2.1,11.27,No,No,No,No,No,home,home
R5,2024-04-19,8.183999,2.1,13.97,No,No,No,No,No,home,home
R6,2024-04-19,8.183999,2.1,11.0,No,No,No,No,No,home,office
R7,2024-04-19,8.183999,2.1,12.41,No,No,No,No,Yes,home,office
R8,2024-04-19,8.183999,2.1,7.66,No,No,Yes,Yes,No,office,office
R9,2024-04-19,8.183999,2.1,11.7,No,No,Yes,No,Yes,office,office
R10,2024-04-19,8.183999,2.1,9.8,No,No,No,No,Yes,office,home
R11,2024-04-19,8.183999,2.1,8.68,No,No,Yes,No,No,office,office
R1,2024-04-22,6.3798337,0.70000005,8.01,No,No,Yes,No,No,office,office
R2,2024-04-22,6.3798337,0.70000005,8.09,No,No,Yes,Yes,No,office,office
R3,2024-04-22,6.3798337,0.70000005,8.32,No,Yes,Yes,No,Yes,office,office
R4,2024-04-22,6.3798337,0.70000005,11.27,No,Yes,Yes,Yes,No,office,office
R5,2024-04-22,6.3798337,0.70000005,9.75,No,No,No,Yes,No,office,home
R6,2024-04-22,6.3798337,0.70000005,11.01,No,No,Yes,No,No,office,office
R7,2024-04-22,6.3798337,0.70000005,12.24,No,No,No,Yes,No,office,office
R8,2024-04-22,6.3798337,0.70000005,7.66,No,No,Yes,No,Yes,office,office
R9,2024-04-22,6.3798337,0.70000005,11.18,Yes,No,No,No,No,office,office
R10,2024-04-22,6.3798337,0.70000005,9.8,No,No,No,No,No,office,home
R11,2024-04-22,6.3798337,0.70000005,8.68,No,No,No,No,No,office,home
R1,2024-04-23,6.6944165,3.8999996,8.01,No,No,No,Yes,No,office,office
R2,2024-04-23,6.6944165,3.8999996,5.99,No,No,No,No,No,home,office
R3,2024-04-23,6.6944165,3.8999996,9.9,No,No,Yes,Yes,No,office,office
R4,2024-04-23,6.6944165,3.8999996,12.76,No,No,Yes,No,Yes,office,office
R5,2024-04-23,6.6944165,3.8999996,9.77,No,Yes,No,Yes,No,office,office
R6,2024-04-23,6.6944165,3.8999996,7.98,No,Yes,No,Yes,Yes,office,office
R7,2024-04-23,6.6944165,3.8999996,12.41,No,No,Yes,No,No,office,office
R8,2024-04-23,6.6944165,3.8999996,7.66,No,No,Yes,Yes,No,office,office
R9,2024-04-23,6.6944165,3.8999996,12.37,Yes,No,No,No,No,office,office
R10,2024-04-23,6.6944165,3.8999996,9.8,No,No,Yes,No,No,office,office
R11,2024-04-23,6.6944165,3.8999996,13.97,No,No,Yes,No,No,office,office
R1,2024-04-24,5.8610835,0.90000004,8.01,No,No,Yes,No,Yes,office,office
R2,2024-04-24,5.8610835,0.90000004,11.5,No,No,Yes,No,Yes,office,office
R3,2024-04-24,5.8610835,0.90000004,11.73,No,No,Yes,No,No,office,office
R4,2024-04-24,5.8610835,0.90000004,11.27,No,No,No,No,No,office,home
R5,2024-04-24,5.8610835,0.90000004,9.77,No,No,Yes,No,No,office,office
R6,2024-04-24,5.8610835,0.90000004,5.34,No,No,No,No,No,office,office
R7,2024-04-24,5.8610835,0.90000004,12.41,No,Yes,No,No,No,office,office
R8,2024-04-24,5.8610835,0.90000004,7.66,No,Yes,Yes,No,No,office,office
R9,2024-04-24,5.8610835,0.90000004,5.18,No,No,Yes,Yes,Yes,office,office
R10,2024-04-24,5.8610835,0.90000004,7.13,No,No,No,No,No,office,home
R11,2024-04-24,5.8610835,0.90000004,5.19,No,No,No,No,No,office,office
R1,2024-04-25,4.9360833,0.5,13.21,No,No,Yes,No,No,office,office
R2,2024-04-25,4.9360833,0.5,13.41,No,No,No,Yes,No,home,home
R3,2024-04-25,4.9360833,0.5,14.83,No,No,Yes,No,No,office,office
R4,2024-04-25,4.9360833,0.5,5.21,Yes,No,No,No,No,office,office
R5,2024-04-25,4.9360833,0.5,14.19,No,No,No,No,No,home,office
R6,2024-04-25,4.9360833,0.5,13.63,No,No,No,No,No,home,office
R7,2024-04-25,4.9360833,0.5,12.41,No,No,No,No,Yes,home,home
R8,2024-04-25,4.9360833,0.5,11.09,No,No,No,Yes,No,home,home
R9,2024-04-25,4.9360833,0.5,9.92,No,Yes,Yes,No,No,office,office
R10,2024-04-25,4.9360833,0.5,9.8,No,Yes,Yes,No,Yes,office,office
R11,2024-04-25,4.9360833,0.5,8.68,No,No,Yes,Yes,No,office,office
R1,2024-04-26,6.029833,1.3000001,10.18,No,Yes,Yes,Yes,No,office,office
R2,2024-04-26,6.029833,1.3000001,8.19,No,No,No,No,No,home,office
R3,2024-04-26,6.029833,1.3000001,8.32,No,No,No,Yes,No,office,office
R4,2024-04-26,6.029833,1.3000001,11.27,No,No,No,No,No,office,home
R5,2024-04-26,6.029833,1.3000001,9.77,No,No,Yes,No,Yes,office,office
R6,2024-04-26,6.029833,1.3000001,8.71,No,No,Yes,No,No,office,office
R7,2024-04-26,6.029833,1.3000001,12.41,No,No,Yes,No,No,office,office
R8,2024-04-26,6.029833,1.3000001,9.34,No,No,No,No,No,home,home
R9,2024-04-26,6.029833,1.3000001,5.18,Yes,No,Yes,Yes,No,office,office
R10,2024-04-26,6.029833,1.3000001,9.8,No,No,Yes,Yes,No,office,office
R11,2024-04-26,6.029833,1.3000001,14.03,No,Yes,No,Yes,Yes,office,office
R1,2024-04-29,10.111083,0.1,8.01,No,No,Yes,No,No,office,office
R2,2024-04-29,10.111083,0.1,13.41,No,Yes,Yes,No,No,office,office
R3,2024-04-29,10.111083,0.1,8.32,No,Yes,No,No,No,office,office
R4,2024-04-29,10.111083,0.1,11.05,No,No,No,No,Yes,office,home
R5,2024-04-29,10.111083,0.1,5.7,No,No,No,No,Yes,home,home
R6,2024-04-29,10.111083,0.1,11.01,No,No,No,No,No,home,office
R7,2024-04-29,10.111083,0.1,12.41,No,No,Yes,No,No,office,office
R8,2024-04-29,10.111083,0.1,10.3,No,No,Yes,No,No,office,office
R9,2024-04-29,10.111083,0.1,5.18,No,No,Yes,Yes,Yes,office,office
R10,2024-04-29,10.111083,0.1,9.8,No,No,No,No,No,office,home
R11,2024-04-29,10.111083,0.1,9.69,No,No,No,No,No,office,home
R1,2024-04-30,12.456917,1.5,8.01,No,No,Yes,No,No,office,office
R2,2024-04-30,12.456917,1.5,13.41,No,No,Yes,No,Yes,office,office
R3,2024-04-30,12.456917,1.5,8.32,No,No,Yes,Yes,Yes,office,office
R4,2024-04-30,12.456917,1.5,11.27,Yes,Yes,No,Yes,No,office,office
R5,2024-04-30,12.456917,1.5,7.14,No,Yes,No,Yes,No,office,office
R6,2024-04-30,12.456917,1.5,11.01,No,No,Yes,No,Yes,office,office
R7,2024-04-30,12.456917,1.5,12.41,No,No,No,Yes,Yes,home,home
R8,2024-04-30,12.456917,1.5,8.91,No,No,No,No,No,home,office
R9,2024-04-30,12.456917,1.5,5.06,Yes,No,No,No,No,office,office
R10,2024-04-30,12.456917,1.5,9.8,No,No,Yes,Yes,No,office,office
R11,2024-04-30,12.456917,1.5,14.07,No,No,Yes,No,No,office,office
R1,2024-05-01,13.796501,0.2,13.71,No,No,Yes,No,Yes,office,office
R2,2024-05-01,13.796501,0.2,13.41,No,No,No,Yes,No,home,home
R3,2024-05-01,13.796501,0.2,14.07,No,No,Yes,No,No,office,office
R4,2024-05-01,13.796501,0.2,11.27,No,No,Yes,No,No,office,office
R5,2024-05-01,13.796501,0.2,9.77,No,No,Yes,Yes,No,office,office
R6,2024-05-01,13.796501,0.2,11.01,No,Yes,No,Yes,No,office,office
R7,2024-05-01,13.796501,0.2,12.41,No,Yes,No,No,No,office,office
R8,2024-05-01,13.796501,0.2,7.66,No,No,No,Yes,No,home,office
R9,2024-05-01,13.796501,0.2,5.18,Yes,No,Yes,No,No,office,office
R10,2024-05-01,13.796501,0.2,5.16,No,No,Yes,No,Yes,office,office
R11,2024-05-01,13.796501,0.2,8.68,No,No,No,No,No,office,home
R1,2024-05-02,13.69025,0.0,14.41,Yes,No,Yes,No,No,office,office
R2,2024-05-02,13.69025,0.0,13.41,No,No,No,No,No,home,office
R3,2024-05-02,13.69025,0.0,8.32,No,No,Yes,Yes,No,office,office
R4,2024-05-02,13.69025,0.0,11.27,Yes,No,No,No,No,office,office
R5,2024-05-02,13.69025,0.0,7.18,No,No,No,No,No,home,home
R6,2024-05-02,13.69025,0.0,11.01,No,No,No,Yes,No,office,home
R7,2024-05-02,13.69025,0.0,13.08,No,No,Yes,No,No,office,office
R8,2024-05-02,13.69025,0.0,7.66,No,Yes,Yes,No,No,office,office
R9,2024-05-02,13.69025,0.0,5.18,No,Yes,No,No,No,office,office
R10,2024-05-02,13.69025,0.0,5.27,No,No,Yes,No,No,office,office
R11,2024-05-02,13.69025,0.0,5.11,No,No,No,No,No,office,home
R1,2024-05-03,10.556917,5.2999997,9.92,No,No,No,Yes,No,office,office
R2,2024-05-03,10.556917,5.2999997,13.41,No,No,No,No,No,home,home
R3,2024-05-03,10.556917,5.2999997,8.32,No,No,Yes,No,No,office,office
R4,2024-05-03,10.556917,5.2999997,11.27,No,No,Yes,No,No,office,office
R5,2024-05-03,10.556917,5.2999997,9.77,No,No,Yes,No,No,office,office
R6,2024-05-03,10.556917,5.2999997,11.01,No,No,Yes,No,No,office,office
R7,2024-05-03,10.556917,5.2999997,5.08,No,No,No,No,No,office,office
R8,2024-05-03,10.556917,5.2999997,7.75,No,No,Yes,No,Yes,office,office
R9,2024-05-03,10.556917,5.2999997,5.18,Yes,No,Yes,No,No,office,office
R10,2024-05-03,10.556917,5.2999997,9.8,No,Yes,No,No,No,office,office
R11,2024-05-03,10.556917,5.2999997,8.68,No,Yes,Yes,Yes,Yes,office,office
R1,2024-05-06,12.796501,0.90000004,8.01,No,Yes,No,No,No,office,office
R2,2024-05-06,12.796501,0.90000004,11.99,No,Yes,No,No,Yes,office,office
R3,2024-05-06,12.796501,0.90000004,8.32,No,No,Yes,No,No,office,office
R4,2024-05-06,12.796501,0.90000004,9.58,No,No,No,Yes,No,home,office
R5,2024-05-06,12.796501,0.90000004,14.61,No,No,Yes,Yes,No,office,office
R6,2024-05-06,12.796501,0.90000004,9.83,Yes,No,Yes,No,No,office,office
R7,2024-05-06,12.796501,0.90000004,6.67,No,No,No,Yes,No,home,office
R8,2024-05-06,12.796501,0.90000004,7.66,No,No,No,No,No,office,home
R9,2024-05-06,12.796501,0.90000004,5.18,No,No,No,Yes,Yes,home,home
R10,2024-05-06,12.796501,0.90000004,9.8,No,No,No,No,No,office,home
R11,2024-05-06,12.796501,0.90000004,13.84,No,No,No,Yes,No,office,home
R1,2024-05-07,11.379833,0.0,8.01,No,No,Yes,Yes,No,office,office
R2,2024-05-07,11.379833,0.0,13.41,No,No,No,Yes,No,office,home
R3,2024-05-07,11.379833,0.0,8.32,No,Yes,No,No,No,office,office
R4,2024-05-07,11.379833,0.0,10.62,No,Yes,No,Yes,Yes,office,office
R5,2024-05-07,11.379833,0.0,13.81,No,No,No,No,No,home,office
R6,2024-05-07,11.379833,0.0,10.5,Yes,No,No,Yes,No,office,office
R7,2024-05-07,11.379833,0.0,12.41,No,No,Yes,No,No,office,office
R8,2024-05-07,11.379833,0.0,7.66,No,No,No,Yes,Yes,home,home
R9,2024-05-07,11.379833,0.0,5.18,No,No,Yes,No,No,office,office
R10,2024-05-07,11.379833,0.0,5.88,No,No,No,No,No,office,home
R11,2024-05-07,11.379833,0.0,8.68,No,No,No,No,No,office,home
R1,2024-05-08,11.965249,0.0,10.2,No,No,Yes,No,Yes,office,office
R2,2024-05-08,11.965249,0.0,13.41,No,No,No,Yes,No,office,office
R3,2024-05-08,11.965249,0.0,8.32,No,No,Yes,Yes,No,office,office
R4,2024-05-08,11.965249,0.0,11.27,No,No,No,No,No,home,office
R5,2024-05-08,11.965249,0.0,9.77,No,Yes,Yes,No,No,office,office
R6,2024-05-08,11.965249,0.0,11.01,No,Yes,No,No,No,office,office
R7,2024-05-08,11.965249,0.0,12.41,No,No,No,No,Yes,home,home
R8,2024-05-08,11.965249,0.0,7.66,No,No,Yes,No,No,office,office
R9,2024-05-08,11.965249,0.0,5.18,No,No,Yes,Yes,No,office,office
R10,2024-05-08,11.965249,0.0,9.8,No,No,Yes,No,No,office,office
R11,2024-05-08,11.965249,0.0,14.04,No,No,No,No,Yes,home,office
R1,2024-05-09,14.113167,0.5,9.83,No,No,Yes,No,No,office,office
R2,2024-05-09,14.113167,0.5,6.37,No,No,Yes,No,No,office,office
R3,2024-05-09,14.113167,0.5,8.32,No,No,Yes,Yes,Yes,office,office
R4,2024-05-09,14.113167,0.5,6.14,No,No,Yes,No,No,office,office
R5,2024-05-09,14.113167,0.5,9.77,No,No,No,No,No,home,home
R6,2024-05-09,14.113167,0.5,12.36,No,No,No,Yes,Yes,home,home
R7,2024-05-09,14.113167,0.5,12.41,No,Yes,No,No,No,office,office
R8,2024-05-09,14.113167,0.5,7.66,No,Yes,Yes,No,No,office,office
R9,2024-05-09,14.113167,0.5,6.63,No,No,No,No,No,office,office
R10,2024-05-09,14.113167,0.5,9.8,No,No,Yes,Yes,Yes,office,office
R11,2024-05-09,14.113167,0.5,8.68,Yes,No,Yes,No,No,office,office
R1,2024-05-10,13.856915,0.0,8.01,No,No,Yes,No,No,office,office
R2,2024-05-10,13.856915,0.0,13.41,No,No,Yes,No,No,office,office
R3,2024-05-10,13.856915,0.0,8.32,No,No,Yes,No,No,office,office
R4,2024-05-10,13.856915,0.0,6.05,Yes,No,Yes,No,No,office,office
R5,2024-05-10,13.856915,0.0,12.41,No,No,No,No,Yes,home,office
R6,2024-05-10,13.856915,0.0,11.01,No,No,Yes,No,No,office,office
R7,2024-05-10,13.856915,0.0,8.08,No,No,Yes,No,No,office,office
R8,2024-05-10,13.856915,0.0,7.66,No,No,Yes,No,No,office,office
R9,2024-05-10,13.856915,0.0,5.18,No,Yes,Yes,No,No,office,office
R10,2024-05-10,13.856915,0.0,9.8,No,Yes,Yes,Yes,No,office,office
R11,2024-05-10,13.856915,0.0,8.68,No,No,Yes,No,No,office,office
R1,2024-05-13,15.881919,0.0,8.01,No,Yes,Yes,Yes,Yes,office,office
R2,2024-05-13,15.881919,0.0,13.41,No,No,Yes,Yes,Yes,office,office
R3,2024-05-13,15.881919,0.0,7.78,No,No,Yes,No,No,office,office
R4,2024-05-13,15.881919,0.0,11.27,Yes,No,No,No,No,office,office
R5,2024-05-13,15.881919,0.0,9.77,No,No,No,Yes,No,home,office
R6,2024-05-13,15.881919,0.0,11.01,No,No,No,Yes,No,office,home
R7,2024-05-13,15.881919,0.0,12.05,No,No,Yes,No,No,office,office
R8,2024-05-13,15.881919,0.0,7.66,No,No,Yes,Yes,No,office,office
R9,2024-05-13,15.881919,0.0,5.18,Yes,No,No,Yes,No,office,office
R10,2024-05-13,15.881919,0.0,9.8,No,No,No,No,Yes,office,home
R11,2024-05-13,15.881919,0.0,8.34,No,Yes,No,Yes,No,office,office
R1,2024-05-14,15.4194145,1.2,8.01,No,No,Yes,No,No,office,office
R2,2024-05-14,15.4194145,1.2,10.75,No,Yes,No,No,No,office,office
R3,2024-05-14,15.4194145,1.2,14.7,No,Yes,Yes,No,No,office,office
R4,2024-05-14,15.4194145,1.2,11.27,Yes,No,No,No,No,office,office
R5,2024-05-14,15.4194145,1.2,12.39,No,No,Yes,No,No,office,office
R6,2024-05-14,15.4194145,1.2,9.74,Yes,No,Yes,No,No,office,office
R7,2024-05-14,15.4194145,1.2,12.41,No,No,No,No,No,home,office
R8,2024-05-14,15.4194145,1.2,9.72,No,No,No,No,No,office,home
R9,2024-05-14,15.4194145,1.2,12.81,No,No,Yes,Yes,Yes,office,office
R10,2024-05-14,15.4194145,1.2,9.8,No,No,Yes,No,No,office,office
R11,2024-05-14,15.4194145,1.2,8.68,No,No,No,No,No,home,office
R1,2024-05-15,13.873584,6.4,8.01,No,No,Yes,No,No,office,office
R2,2024-05-15,13.873584,6.4,13.41,No,No,No,No,No,home,home
R3,2024-05-15,13.873584,6.4,8.32,No,No,No,Yes,No,home,office
R4,2024-05-15,13.873584,6.4,11.84,Yes,Yes,No,No,Yes,office,office
R5,2024-05-15,13.873584,6.4,9.77,No,Yes,No,No,No,office,office
R6,2024-05-15,13.873584,6.4,11.01,No,No,No,No,No,home,home
R7,2024-05-15,13.873584,6.4,12.41,No,No,Yes,No,No,office,office
R8,2024-05-15,13.873584,6.4,7.66,Yes,No,Yes,No,No,office,office
R9,2024-05-15,13.873584,6.4,5.18,No,No,Yes,No,No,office,office
